	dropoff_latitude	dropoff_longitude	dropoff_datetime	pickup_datetime	pickup_latitude	pickup_longitude	tip_amount	trip_distance
404	40.687252	-73.974673	2013-09-17T00:37:00.000	2013-09-17T00:26:00.000	40.726317	-73.991885	3.9	3.18
412	40.72418	-73.998862	2013-09-01T16:40:00.000	2013-09-01T16:29:00.000	40.736822	-73.984692	0.0	1.46
416	40.729745	-73.948347	2013-11-07T04:24:08.000	2013-11-07T04:17:39.000	40.720156	-73.955236	0.0	0.9
424	40.681161	-73.977322	2013-09-18T00:08:17.000	2013-09-17T23:41:55.000	40.768731	-73.982479	1.0	8.9
426	40.705547	-74.006811	2013-03-25T19:57:25.000	2013-03-25T19:47:42.000	40.723203	-73.992876	0.0	1.5
435	40.720373	-73.955007	2013-07-26T11:48:07.000	2013-07-26T11:22:09.000	40.71772	-74.000223	3.9	3.4
436	40.717294	-73.990957	2013-01-19T11:05:13.000	2013-01-19T10:57:13.000	40.728933	-73.999113	1.5	1.2
441	40.718689	-74.002574	2013-03-10T05:33:35.000	2013-03-10T05:26:29.000	40.720812	-73.981392	0.0	1.4
444	40.716	-74.004892	2013-06-09T20:37:00.000	2013-06-09T20:21:00.000	40.738552	-73.987572	2.4	1.84
454	40.730625	-73.980847	2013-03-24T03:08:55.000	2013-03-24T03:01:53.000	40.743918	-73.98356	1.0	1.3
456	40.716655	-73.99726	2013-10-29T09:48:00.000	2013-10-29T09:37:00.000	40.713932	-74.011822	0.0	1.58
457	40.721287	-73.989427	2013-12-20T20:53:00.000	2013-12-20T20:52:00.000	40.72113	-73.991412	0.0	0.21
461	40.730026	-73.991643	2013-06-19T17:53:51.000	2013-06-19T17:20:29.000	40.772168	-73.922226	6.5	6.1
467	40.721505	-73.992897	2013-01-18T20:10:34.000	2013-01-18T19:47:21.000	40.76696	-73.953853	4.8	5.9
469	40.726784	-73.979985	2013-05-30T04:07:49.000	2013-05-30T03:54:30.000	40.713819	-74.008911	0.0	2.7
475	40.713895	-73.961645	2013-05-04T17:43:00.000	2013-05-04T17:14:00.000	40.682172	-73.998277	4.4	4.78
481	40.697079	-73.935656	2013-12-07T00:36:25.000	2013-12-07T00:21:58.000	40.685009	-73.980923	0.0	3.5
496	40.723348	-73.995547	2013-06-28T22:48:17.000	2013-06-28T22:39:06.000	40.741247	-73.981399	1.9	1.8
500	40.669867	-73.945608	2013-04-08T10:16:00.000	2013-04-08T09:49:00.000	40.647092	-73.789845	0.0	10.95
510	40.733245	-73.98692	2013-11-06T18:00:00.000	2013-11-06T17:53:00.000	40.74195	-73.988713	1.5	0.92
514	40.727327	-73.988585	2013-05-21T13:00:00.000	2013-05-21T12:40:00.000	40.749032	-73.99128	2.7	2.17
517	40.69962	-73.959285	2013-12-03T23:11:54.000	2013-12-03T23:03:12.000	40.72202	-73.957868	0.0	1.8
520	40.725793	-73.984642	2013-02-14T20:15:12.000	2013-02-14T19:57:31.000	40.739663	-73.98696	0.0	1.2
545	40.708429	-74.004684	2013-01-02T23:22:05.000	2013-01-02T23:02:57.000	40.756595	-73.989717	0.0	5.9
549	40.712657	-73.965897	2013-09-12T21:23:00.000	2013-09-12T20:54:00.000	40.739187	-73.989722	4.2	4.08
557	40.679128	-73.962714	2013-01-30T20:30:51.000	2013-01-30T20:08:09.000	40.726808	-74.007491	4.0	4.5
559	40.668108	-73.958988	2013-02-01T04:26:43.000	2013-02-01T04:00:38.000	40.751618	-73.978947	0.0	7.2
561	40.67786	-73.965145	2013-06-02T00:58:00.000	2013-06-02T00:29:00.000	40.75076	-74.003535	5.1	6.34
564	40.687212	-73.976553	2013-01-14T18:04:00.000	2013-01-14T17:22:00.000	40.643782	-73.78975	8.7	13.11
568	40.728274	-73.991022	2013-06-21T08:38:56.000	2013-06-21T08:17:37.000	40.772812	-73.957971	3.0	3.7
589	40.720972	-73.987063	2013-10-09T19:49:54.000	2013-10-09T19:24:27.000	40.759624	-73.976613	3.8	3.3
593	40.733286	-73.979634	2013-03-10T22:39:26.000	2013-03-10T22:34:37.000	40.739856	-73.990734	0.0	0.8
595	40.703322	-73.990895	2013-10-12T22:55:37.000	2013-10-12T22:23:27.000	40.734686	-74.008568	4.4	4.1
600	40.734285	-73.980559	2013-03-04T20:19:45.000	2013-03-04T20:05:46.000	40.758102	-73.977662	0.0	2.3
601	40.666967	-73.97646	2013-04-04T22:07:00.000	2013-04-04T22:02:00.000	40.679932	-73.974767	0.0	1.16
619	40.713387	-74.007859	2013-05-24T21:07:59.000	2013-05-24T20:48:19.000	40.775529	-73.953495	5.1	7.4
622	40.705747	-74.016398	2013-05-15T21:43:00.000	2013-05-15T21:30:00.000	40.739642	-73.998705	2.0	3.32
640	40.721939	-73.997232	2013-02-19T16:50:30.000	2013-02-19T16:16:06.000	40.768927	-73.862675	5.0	10.2
641	40.729281	-73.996035	2013-10-07T16:42:34.000	2013-10-07T16:12:28.000	40.729281	-73.996035	3.0	7.7
654	40.732252	-73.987882	2013-08-14T23:44:00.000	2013-08-14T23:36:00.000	40.758207	-73.97151	1.0	2.08
661	40.722033	-73.993057	2013-07-06T20:14:38.000	2013-07-06T20:12:30.000	40.721366	-73.993758	0.0	0.1
665	40.622757	-73.946017	2013-09-14T00:08:00.000	2013-09-13T23:41:00.000	40.749132	-73.975647	9.88	13.56
666	40.698121	-73.986938	2013-10-30T01:37:20.000	2013-10-30T01:28:51.000	40.725461	-73.996537	2.0	2.4
669	40.63124	-74.022483	2013-12-24T21:17:00.000	2013-12-24T20:55:00.000	40.717665	-73.998055	0.0	8.62
674	40.722892	-73.99744	2013-02-03T11:00:30.000	2013-02-03T10:50:56.000	40.708642	-74.002933	2.1	1.3
679	40.659878	-73.954685	2013-05-31T00:29:42.000	2013-05-31T00:23:32.000	40.675052	-73.971006	0.0	1.8
681	40.7024	-73.988588	2013-07-06T10:22:05.000	2013-07-06T10:22:21.000	0.0	0.0	4.3	5.7
682	40.727672	-73.989317	2013-09-12T20:47:00.000	2013-09-12T20:31:00.000	40.682007	-73.976642	3.0	3.55
684	40.734217	-73.922282	2013-04-27T03:03:00.000	2013-04-27T02:55:00.000	40.743895	-73.98359	0.0	4.71
685	40.714112	-73.990428	2013-01-04T20:10:00.000	2013-01-04T19:57:00.000	40.729137	-73.988858	0.0	1.34
697	40.718591	-73.98865	2013-04-02T23:17:42.000	2013-04-02T23:05:50.000	40.741013	-74.001315	2.3	2.2
700	40.725407	-73.996477	2013-11-14T17:42:00.000	2013-11-14T17:41:00.000	40.724437	-73.993132	0.0	0.19
715	40.728513	-73.987451	2013-06-20T13:47:47.000	2013-06-20T13:38:38.000	40.739152	-73.999293	1.0	1.1
724	40.721012	-73.99484	2013-12-20T01:13:00.000	2013-12-20T01:08:00.000	40.723675	-73.98529	1.1	0.85
757	40.724327	-73.997702	2013-05-30T14:43:00.000	2013-05-30T14:32:00.000	40.745127	-73.991755	1.8	1.72
758	40.677942	-73.952783	2013-12-08T23:20:00.000	2013-12-08T23:03:00.000	40.745607	-73.945702	4.75	5.87
766	40.719887	-73.987775	2013-04-22T22:37:00.000	2013-04-22T22:29:00.000	40.736785	-73.988402	1.0	1.71
770	40.730327	-73.988122	2013-10-10T21:42:00.000	2013-10-10T21:37:00.000	40.739762	-73.99098	1.3	1.06
773	40.647666	-73.973259	2013-04-21T22:13:14.000	2013-04-21T21:51:40.000	40.734336	-73.989642	7.0	9.0
779	40.72141	-73.995245	2013-11-09T11:53:00.000	2013-11-09T11:37:00.000	40.70252	-74.012837	0.0	1.98
784	40.729598	-73.980992	2013-12-30T12:30:06.000	2013-12-30T12:16:24.000	40.747957	-73.984752	0.0	1.8
789	40.725262	-73.978077	2013-12-22T18:08:00.000	2013-12-22T17:52:00.000	40.74989	-73.991722	0.0	2.61
795	40.714793	-74.016237	2013-05-31T19:24:06.000	2013-05-31T19:01:46.000	40.776328	-73.976217	0.0	5.7
796	40.714671	-74.009213	2013-06-22T15:36:12.000	2013-06-22T15:19:37.000	40.761574	-73.990476	0.0	4.2
798	40.721363	-73.987607	2013-08-31T21:11:39.000	2013-08-31T20:56:47.000	40.763914	-73.976034	3.75	3.7
807	40.726352	-74.00152	2013-03-11T20:04:00.000	2013-03-11T19:41:00.000	40.776802	-73.9617	0.0	4.53
815	40.711107	-73.943798	2013-09-26T00:57:00.000	2013-09-26T00:33:00.000	40.744197	-73.98138	5.0	4.77
818	40.732205	-73.981959	2013-02-23T16:27:22.000	2013-02-23T16:22:26.000	40.73279	-73.989983	0.0	0.5
819	40.658427	-73.962467	2013-06-29T00:46:00.000	2013-06-29T00:34:00.000	40.653987	-74.004597	0.0	3.9
823	40.723541	-74.001823	2013-11-14T10:03:34.000	2013-11-14T09:55:04.000	40.735282	-74.004866	1.6	1.2
834	40.716295	-74.001297	2013-11-27T18:36:27.000	2013-11-27T18:25:17.000	40.704786	-74.015635	0.0	1.1
848	40.633645	-73.988322	2013-05-22T17:58:00.000	2013-05-22T17:00:00.000	40.644765	-73.781765	0.0	1.94
852	40.716289	-74.012729	2013-06-24T10:56:39.000	2013-06-24T10:52:55.000	40.707671	-74.017091	0.0	0.7
853	40.717112	-74.006142	2013-06-01T12:01:00.000	2013-06-01T11:47:00.000	40.757002	-73.961952	3.8	6.09
859	40.73011	-73.980588	2013-03-11T21:48:27.000	2013-03-11T21:43:26.000	40.718896	-73.985167	1.0	0.9
866	40.719846	-73.982741	2013-08-04T16:06:22.000	2013-08-04T15:55:01.000	40.758529	-73.966102	3.37	3.5
870	40.733169	-73.986988	2013-04-21T10:50:07.000	2013-04-21T10:38:59.000	40.756194	-73.989933	2.2	2.6
872	40.701645	-73.989641	2013-07-09T21:57:54.000	2013-07-09T21:39:07.000	40.754746	-73.968711	2.0	4.7
875	40.726917	-73.90692	2013-01-22T21:25:00.000	2013-01-22T21:04:00.000	40.752457	-73.978225	5.25	5.72
880	40.707362	-73.934877	2013-03-09T18:48:00.000	2013-03-09T18:35:00.000	40.713427	-73.95831	0.0	2.17
888	40.704976	-74.009439	2013-10-15T19:16:53.000	2013-10-15T18:51:26.000	40.746672	-74.001708	3.0	3.8
889	40.681367	-73.928678	2013-11-22T00:57:00.000	2013-11-22T00:50:00.000	40.683332	-73.956657	1.6	1.85
908	40.725655	-73.944137	2013-08-18T02:49:00.000	2013-08-18T02:37:00.000	40.685852	-73.973212	0.0	4.74
911	40.700062	-73.9937	2013-07-19T23:21:00.000	2013-07-19T23:07:00.000	40.689662	-73.992445	0.0	4.0
915	40.720075	-74.006747	2013-09-29T23:38:00.000	2013-09-29T23:23:00.000	40.752572	-73.975085	0.0	3.2
936	40.709197	-74.008305	2013-07-20T00:03:00.000	2013-07-19T23:50:00.000	40.724867	-73.990472	2.62	1.72
937	40.685811	-73.973398	2013-05-22T21:42:14.000	2013-05-22T21:25:14.000	40.729835	-73.988464	4.0	3.6
942	40.701782	-73.919467	2013-07-08T17:31:00.000	2013-07-08T16:43:00.000	40.753022	-73.996547	0.0	8.06
949	40.684377	-73.98651	2013-12-31T00:35:00.000	2013-12-31T00:16:00.000	40.750142	-74.002505	2.5	5.82
953	40.718692	-74.000895	2013-05-25T12:58:00.000	2013-05-25T12:41:00.000	40.709807	-74.005077	2.3	1.22
959	40.72015	-74.009877	2013-12-27T22:09:49.000	2013-12-27T22:01:14.000	40.73061	-74.000879	0.0	1.5
974	40.708299	-74.011523	2013-01-22T06:28:55.000	2013-01-22T06:23:04.000	40.727069	-73.996883	2.0	1.5
982	40.716627	-74.005435	2013-03-04T08:44:00.000	2013-03-04T08:29:00.000	40.721145	-73.997545	0.0	2.97
983	40.727219	-74.000276	2013-03-02T12:38:15.000	2013-03-02T12:07:56.000	40.77928	-73.955702	1.0	4.8
988	40.707457	-74.007914	2013-02-18T18:47:08.000	2013-02-18T18:42:58.000	40.715747	-74.011055	1.3	0.8
996	40.675712	-73.943421	2013-09-21T03:39:08.000	2013-09-21T03:18:07.000	40.72828	-73.985083	4.4	6.1
997	40.716082	-74.00151	2013-08-08T08:49:02.000	2013-08-08T08:35:20.000	40.721498	-73.984037	2.1	1.6
