	dropoff_latitude	dropoff_longitude	dropoff_datetime	pickup_datetime	pickup_latitude	pickup_longitude	tip_amount	trip_distance
478	40.753674	-73.983659	2013-04-26T18:17:02.000	2013-04-26T18:02:40.000	40.762916	-73.959505	0.0	2.1
489	40.747299	-74.003921	2013-09-25T21:18:07.000	2013-09-25T21:09:38.000	40.740729	-73.983491	1.0	1.2
493	40.751109	-73.98453	2013-06-17T22:15:36.000	2013-06-17T22:09:00.000	40.750073	-73.991546	1.4	0.9
499	40.769037	-73.958867	2013-03-16T21:50:00.000	2013-03-16T21:40:00.000	40.79775	-73.960302	3.12	3.17
501	40.740977	-73.97555	2013-07-11T07:11:00.000	2013-07-11T07:00:00.000	40.693917	-73.983345	1.0	3.79
506	40.762484	-73.968595	2013-05-21T12:08:17.000	2013-05-21T11:48:51.000	40.783473	-73.97429	0.0	2.0
508	40.749007	-73.97406	2013-10-28T22:57:00.000	2013-10-28T22:45:00.000	40.75969	-73.995222	1.0	1.42
519	40.783189	-73.950737	2013-01-12T16:33:29.000	2013-01-12T16:29:56.000	40.767675	-73.962227	0.0	1.2
530	40.774859	-74.037068	2013-04-07T16:22:10.000	2013-04-07T15:58:06.000	40.75011	-73.98641	0.0	5.7
536	40.736792	-74.001123	2013-07-02T00:24:32.000	2013-07-02T00:20:31.000	40.723073	-74.004899	0.0	1.2
538	40.800801	-73.96248	2013-04-11T20:51:44.000	2013-04-11T20:48:39.000	40.793513	-73.966757	0.0	0.8
539	-73.994575	40.759117	2013-05-25T16:33:00.000	2013-05-25T16:19:00.000	-74.001397	40.719907	2.7	3.73
541	40.759594	-73.98077	2013-09-21T12:52:06.000	2013-09-21T12:38:28.000	40.70194	-74.009605	0.0	5.9
560	40.754282	-73.973927	2013-06-01T20:21:00.000	2013-06-01T20:04:00.000	40.773697	-73.871042	0.0	8.69
563	40.863035	-73.925647	2013-09-16T01:38:00.000	2013-09-16T01:17:00.000	40.794837	-73.971758	0.0	9.63
570	40.784752	-73.9445	2013-10-19T06:43:55.000	2013-10-19T06:31:52.000	40.70229	-74.012772	3.0	7.8
576	40.757677	-73.977395	2013-03-22T12:26:00.000	2013-03-22T12:06:00.000	40.779587	-73.961857	3.38	1.7
594	40.820534	-73.946399	2013-08-25T17:53:34.000	2013-08-25T17:30:31.000	40.774009	-73.98214	2.0	4.3
598	40.770073	-73.908182	2013-03-02T21:36:36.000	2013-03-02T21:03:42.000	40.748753	-74.006629	5.9	7.9
599	40.73882	-73.991595	2013-10-14T10:02:00.000	2013-10-14T09:58:00.000	40.751055	-73.982653	0.0	0.99
607	40.759167	-73.984535	2013-12-18T09:58:00.000	2013-12-18T09:51:00.000	40.759167	-73.984535	1.5	0.7
624	40.690637	-73.86632	2013-10-04T00:48:00.000	2013-10-04T00:26:00.000	40.695725	-73.991742	0.0	11.82
625	40.760472	-73.958322	2013-12-15T23:13:00.000	2013-12-15T23:02:00.000	40.783747	-73.97761	0.0	2.5
647	40.737016	-74.008281	2013-11-17T23:10:30.000	2013-11-17T23:03:10.000	40.750644	-74.003614	2.0	1.2
648	40.754345	-73.974378	2013-04-03T11:05:42.000	2013-04-03T10:44:17.000	40.776018	-73.962471	2.9	1.7
651	40.757122	-73.983265	2013-12-10T18:42:00.000	2013-12-10T17:59:00.000	40.678762	-73.803697	0.0	13.99
656	40.758635	-73.99032	2013-06-11T23:35:00.000	2013-06-11T23:25:00.000	40.733195	-74.006295	2.0	2.04
659	40.797157	-73.968075	2013-06-02T08:46:00.000	2013-06-02T08:37:00.000	40.773457	-73.962052	2.0	2.32
662	40.741279	-74.00032	2013-02-17T15:20:27.000	2013-02-17T15:11:39.000	40.765248	-73.9802	0.0	2.0
665	40.622757	-73.946017	2013-09-14T00:08:00.000	2013-09-13T23:41:00.000	40.749132	-73.975647	9.88	13.56
675	40.778318	-73.985125	2013-01-11T11:22:00.000	2013-01-11T11:14:00.000	40.768337	-73.982277	0.0	1.02
679	40.659878	-73.954685	2013-05-31T00:29:42.000	2013-05-31T00:23:32.000	40.675052	-73.971006	0.0	1.8
680	40.761982	-73.97861	2013-06-07T22:45:22.000	2013-06-07T22:39:22.000	40.756443	-73.981783	0.0	0.8
682	40.727672	-73.989317	2013-09-12T20:47:00.000	2013-09-12T20:31:00.000	40.682007	-73.976642	3.0	3.55
686	40.774889	-73.982231	2013-12-20T10:17:42.000	2013-12-20T10:03:46.000	40.756032	-73.974429	2.3	1.8
687	40.743905	-73.999492	2013-06-29T10:16:00.000	2013-06-29T10:01:00.000	40.707662	-74.01691	2.7	3.29
698	40.760507	-73.975815	2013-05-31T05:57:00.000	2013-05-31T05:56:00.000	40.756117	-73.976377	0.0	0.48
702	40.817402	-73.952757	2013-04-28T18:51:00.000	2013-04-28T18:45:00.000	40.79257	-73.971377	0.0	2.02
707	40.740185	-74.005769	2013-01-20T21:43:28.000	2013-01-20T21:37:19.000	40.74995	-73.986042	0.0	1.7
709	40.646732	-73.801705	2013-01-31T16:41:00.000	2013-01-31T15:51:00.000	40.825875	-73.950967	10.4	18.21
710	40.752627	-73.992473	2013-02-04T06:41:59.000	2013-02-04T06:37:23.000	40.752322	-73.977698	0.0	1.0
711	0.0	0.0	2013-10-14T18:07:00.000	2013-10-14T17:46:00.000	0.0	0.0	0.0	6.58
717	40.726335	-74.007239	2013-07-09T08:24:56.000	2013-07-09T08:20:12.000	40.735195	-74.006081	0.0	0.9
721	40.781607	-73.95608	2013-10-04T15:01:00.000	2013-10-04T14:48:00.000	40.783485	-73.978122	2.0	1.68
724	40.721012	-73.99484	2013-12-20T01:13:00.000	2013-12-20T01:08:00.000	40.723675	-73.98529	1.1	0.85
729	40.733165	-74.006247	2013-01-11T13:15:00.000	2013-01-11T13:10:00.000	40.733825	-73.998147	0.0	0.5
737	40.728601	-74.004842	2013-04-11T17:46:20.000	2013-04-11T17:33:06.000	40.747358	-73.975078	2.0	2.6
739	40.750023	-73.980463	2013-12-29T21:08:35.000	2013-12-29T21:01:01.000	40.742833	-74.000387	0.0	1.7
754	40.749505	-73.96906	2013-07-11T10:05:14.000	2013-07-11T09:59:21.000	40.735339	-73.979529	1.4	1.1
755	40.764858	-73.980777	2013-09-07T03:20:35.000	2013-09-07T03:18:05.000	40.762878	-73.971817	1.1	0.7
756	40.75537	-73.994857	2013-04-15T00:45:23.000	2013-04-15T00:40:56.000	40.771766	-73.982984	1.4	1.3
757	40.724327	-73.997702	2013-05-30T14:43:00.000	2013-05-30T14:32:00.000	40.745127	-73.991755	1.8	1.72
763	40.779999	-73.944788	2013-01-17T18:44:15.000	2013-01-17T18:39:03.000	40.785956	-73.953152	0.0	0.7
766	40.719887	-73.987775	2013-04-22T22:37:00.000	2013-04-22T22:29:00.000	40.736785	-73.988402	1.0	1.71
775	40.782751	-73.955077	2013-07-06T00:53:22.000	2013-07-06T00:47:59.000	40.772949	-73.981837	1.0	2.2
780	40.756652	-73.990285	2013-05-12T00:04:00.000	2013-05-11T23:45:00.000	40.721607	-73.98389	2.0	3.62
795	40.714793	-74.016237	2013-05-31T19:24:06.000	2013-05-31T19:01:46.000	40.776328	-73.976217	0.0	5.7
809	40.737922	-74.005625	2013-09-23T22:05:00.000	2013-09-23T21:59:00.000	40.746732	-74.001022	2.1	1.3
811	40.783902	-73.952087	2013-06-07T12:09:00.000	2013-06-07T11:51:00.000	40.744955	-73.98683	2.5	2.04
815	40.711107	-73.943798	2013-09-26T00:57:00.000	2013-09-26T00:33:00.000	40.744197	-73.98138	5.0	4.77
821	40.755395	-73.992008	2013-07-05T05:08:34.000	2013-07-05T05:04:24.000	40.761458	-73.979351	0.0	1.0
830	40.773832	-73.870657	2013-04-19T18:15:00.000	2013-04-19T17:37:00.000	40.760697	-73.980088	6.0	1.8
842	40.768873	-73.988063	2013-01-24T21:32:00.000	2013-01-24T21:22:00.000	40.738417	-73.983347	0.0	3.01
845	40.76496	-73.981574	2013-03-10T15:44:47.000	2013-03-10T15:32:58.000	40.782816	-73.95955	0.0	2.0
846	40.745005	-74.005437	2013-11-18T06:33:00.000	2013-11-18T06:29:00.000	40.750617	-73.990932	0.0	1.22
848	40.633645	-73.988322	2013-05-22T17:58:00.000	2013-05-22T17:00:00.000	40.644765	-73.781765	0.0	1.94
849	40.768106	-73.95916	2013-11-11T02:50:44.000	2013-11-11T02:45:41.000	40.750975	-73.940361	0.0	2.2
856	40.746668	-74.001827	2013-01-21T12:32:41.000	2013-01-21T12:27:45.000	40.759018	-73.99589	2.1	1.4
859	40.73011	-73.980588	2013-03-11T21:48:27.000	2013-03-11T21:43:26.000	40.718896	-73.985167	1.0	0.9
869	40.741473	-73.98762	2013-09-24T23:17:45.000	2013-09-24T23:14:59.000	40.739487	-73.984656	0.0	0.2
874	40.756685	-73.997854	2013-02-22T10:12:43.000	2013-02-22T09:52:23.000	40.755473	-73.964768	0.0	2.3
876	40.788435	-73.978935	2013-03-27T15:31:00.000	2013-03-27T15:21:00.000	40.815287	-73.958795	2.5	2.29
881	40.742372	-73.977492	2013-02-14T13:25:00.000	2013-02-14T13:12:00.000	40.758355	-73.970908	2.0	1.48
891	40.767357	-73.986162	2013-01-13T19:28:00.000	2013-01-13T19:18:00.000	40.761382	-73.985312	0.0	2.39
895	40.751647	-73.973734	2013-04-09T06:51:13.000	2013-04-09T06:48:37.000	40.74203	-73.981152	0.0	0.8
900	40.74627	-73.984672	2013-10-18T15:00:08.000	2013-10-18T14:44:09.000	40.760975	-73.99901	2.3	1.5
915	40.720075	-74.006747	2013-09-29T23:38:00.000	2013-09-29T23:23:00.000	40.752572	-73.975085	0.0	3.2
924	40.765799	-73.98078	2013-10-06T00:50:22.000	2013-10-06T00:42:32.000	40.767179	-73.959569	1.0	1.5
945	40.73162	-74.004792	2013-07-22T06:29:00.000	2013-07-22T06:26:00.000	40.746102	-73.994037	1.0	1.17
949	40.684377	-73.98651	2013-12-31T00:35:00.000	2013-12-31T00:16:00.000	40.750142	-74.002505	2.5	5.82
953	40.718692	-74.000895	2013-05-25T12:58:00.000	2013-05-25T12:41:00.000	40.709807	-74.005077	2.3	1.22
987	40.752585	-73.973792	2013-01-22T22:50:00.000	2013-01-22T22:40:00.000	40.781652	-73.97575	0.0	2.85
988	40.707457	-74.007914	2013-02-18T18:47:08.000	2013-02-18T18:42:58.000	40.715747	-74.011055	1.3	0.8
991	40.775983	-73.947252	2013-02-08T19:11:00.000	2013-02-08T19:08:00.000	40.77451	-73.951177	0.0	0.37
998	40.77025	-73.91697	2013-04-12T11:21:00.000	2013-04-12T10:51:00.000	40.758047	-73.99655	6.8	11.25
7	40.755885	-73.976387	2013-03-21T16:59:00.000	2013-03-21T16:48:00.000	40.746167	-73.981802	0.0	1.21
15	40.740827	-73.993715	2013-08-31T10:10:00.000	2013-08-31T10:02:00.000	40.763115	-73.988325	1.7	1.98
21	40.772509	-73.967051	2013-09-04T09:16:05.000	2013-09-04T09:02:01.000	40.789315	-73.975947	0.0	1.7
24	40.727555	-73.994337	2013-04-04T21:20:00.000	2013-04-04T21:16:00.000	40.722392	-73.986297	1.38	0.76
27	40.754472	-73.98443	2013-02-05T10:38:00.000	2013-02-05T10:22:00.000	40.735332	-73.998032	2.1	1.59
31	40.762622	-73.981573	2013-11-15T09:06:00.000	2013-11-15T08:53:00.000	40.758102	-73.976277	2.0	0.71
33	40.76602	-73.956	2013-10-21T06:58:00.000	2013-10-21T06:45:00.000	40.736057	-73.993425	0.0	3.52
35	40.738046	-73.992208	2013-09-18T13:01:37.000	2013-09-18T12:51:12.000	40.752169	-73.978073	0.0	1.4
44	40.725147	-73.999392	2013-02-24T09:54:18.000	2013-02-24T09:50:55.000	40.716115	-74.007001	0.0	0.7
48	40.631538	-74.013752	2013-03-17T23:31:48.000	2013-03-17T23:10:42.000	40.718423	-73.994653	0.0	8.3
51	40.720666	-73.992637	2013-10-19T19:49:30.000	2013-10-19T19:43:10.000	40.730379	-73.986338	0.0	0.7
60	40.777197	-73.945945	2013-09-03T12:22:00.000	2013-09-03T12:20:00.000	40.776282	-73.947727	0.0	0.51
62	40.717988	-74.014872	2013-10-20T11:50:35.000	2013-10-20T11:29:25.000	40.756917	-73.971986	0.0	5.0
75	40.724829	-73.992672	2013-01-22T20:41:49.000	2013-01-22T20:22:25.000	40.760931	-73.98336	0.0	3.5
78	40.722867	-73.979732	2013-02-03T14:48:00.000	2013-02-03T14:36:00.000	40.730857	-74.000947	1.9	1.6
86	40.71132	-74.006421	2013-02-11T12:38:55.000	2013-02-11T12:31:26.000	40.701766	-74.012749	0.0	1.0
87	40.785708	-73.950752	2013-01-30T21:58:23.000	2013-01-30T21:48:29.000	40.76068	-73.982325	1.0	2.8
88	40.752332	-73.977888	2013-07-23T17:36:00.000	2013-07-23T17:26:00.000	40.76518	-73.980312	0.0	1.33
94	40.768185	-73.861514	2013-07-21T07:02:31.000	2013-07-21T07:01:42.000	40.768123	-73.861519	0.0	0.0
95	40.762402	-73.979771	2013-03-25T07:38:01.000	2013-03-25T07:26:37.000	40.780952	-73.946654	2.0	2.9
97	0.0	0.0	2013-07-13T01:26:44.000	2013-07-13T01:23:12.000	0.0	0.0	0.0	0.5
104	40.77013	-73.885142	2013-02-05T09:09:00.000	2013-02-05T08:54:00.000	40.769602	-73.954795	6.0	7.79
117	40.747872	-73.981172	2013-01-18T11:07:00.000	2013-01-18T10:59:00.000	40.760692	-73.969997	0.0	1.13
126	40.767811	-73.988971	2013-05-20T21:25:29.000	2013-05-20T21:21:58.000	40.771052	-73.987017	0.0	0.7
134	40.773375	-73.904164	2013-08-03T00:14:53.000	2013-08-02T23:56:57.000	40.759993	-73.96781	3.6	15.0
143	40.73494	-74.003125	2013-09-29T21:18:36.000	2013-09-29T20:55:19.000	40.770771	-73.866113	6.7	11.3
144	40.746257	-74.00777	2013-03-13T18:32:00.000	2013-03-13T18:07:00.000	40.786155	-73.979562	3.8	3.43
145	40.774302	-73.957137	2013-07-27T03:50:00.000	2013-07-27T03:41:00.000	40.727577	-73.99069	2.6	3.81
151	40.760192	-73.99705	2013-09-17T09:37:00.000	2013-09-17T09:26:00.000	40.746042	-73.99789	1.8	1.57
155	40.755612	-73.964497	2013-08-23T21:31:17.000	2013-08-23T21:15:49.000	40.76917	-73.863017	6.96	10.4
159	40.730365	-73.986604	2013-10-16T02:05:02.000	2013-10-16T01:58:26.000	40.716114	-73.995518	0.0	1.4
162	40.756314	-73.991611	2013-02-05T19:44:31.000	2013-02-05T19:34:50.000	40.759288	-73.969691	0.0	1.6
164	40.755326	-73.979578	2013-05-31T11:01:23.000	2013-05-31T10:48:44.000	40.738004	-73.988045	1.0	1.5
167	40.732624	-73.990074	2013-09-26T13:59:57.000	2013-09-26T13:47:33.000	40.711671	-74.006545	0.0	4.5
174	40.766842	-73.953995	2013-12-09T10:04:00.000	2013-12-09T09:47:00.000	40.781505	-73.95847	0.0	2.27
175	40.79226	-73.965962	2013-03-03T22:31:08.000	2013-03-03T22:21:11.000	40.757034	-73.989948	0.0	2.8
176	40.78028	-73.94623	2013-10-14T22:29:00.000	2013-10-14T22:07:00.000	40.652647	-73.806377	0.0	17.04
178	40.739884	-73.974113	2013-11-14T13:58:12.000	2013-11-14T13:00:15.000	40.745996	-73.990736	0.0	4.4
180	0.0	0.0	2013-05-11T13:11:26.000	2013-05-11T13:05:26.000	0.0	0.0	0.0	1.7
184	40.749631	-73.991591	2013-07-14T13:52:55.000	2013-07-14T13:39:07.000	40.766146	-73.96049	0.0	2.6
186	40.74106	-73.999649	2013-08-06T11:02:33.000	2013-08-06T10:48:05.000	40.73288	-73.981451	0.0	1.5
194	40.77905	-73.977082	2013-08-23T14:49:54.000	2013-08-23T14:45:34.000	40.776352	-73.962312	1.0	1.1
197	40.735104	-73.998465	2013-11-14T16:36:22.000	2013-11-14T16:33:30.000	40.727529	-74.000401	0.0	0.6
206	40.746687	-74.00164	2013-12-03T15:07:01.000	2013-12-03T14:57:57.000	40.74228	-73.982452	0.0	1.2
215	40.78384	-73.954672	2013-12-20T18:46:00.000	2013-12-20T18:37:00.000	40.774577	-73.946003	1.0	1.07
221	40.751972	-73.986983	2013-12-23T08:43:00.000	2013-12-23T08:36:00.000	40.74748	-73.976907	1.2	0.63
222	40.732616	-74.003301	2013-02-09T15:48:26.000	2013-02-09T15:30:55.000	40.761596	-73.972841	0.0	3.2
223	-73.899553	40.741195	2013-05-23T19:11:00.000	2013-05-23T19:06:00.000	-73.917782	40.769975	1.0	2.79
226	40.722711	-74.005119	2013-11-17T13:25:55.000	2013-11-17T13:13:42.000	40.720906	-73.989404	2.0	1.4
232	40.804722	-73.947631	2013-05-26T04:20:07.000	2013-05-26T04:11:32.000	40.772574	-73.958733	2.3	2.8
246	40.748251	-73.989061	2013-08-29T08:13:28.000	2013-08-29T08:09:22.000	40.737149	-73.99414	0.0	1.0
253	40.71354	-73.95147	2013-09-01T23:41:00.000	2013-09-01T23:25:00.000	40.734567	-74.006157	0.0	4.35
254	40.777985	-73.980313	2013-02-17T18:11:00.000	2013-02-17T18:08:00.000	40.782432	-73.981012	0.0	0.51
255	40.771942	-73.959205	2013-01-02T14:31:00.000	2013-01-02T13:57:00.000	40.64433	-73.78608	9.0	18.91
257	40.767518	-73.970613	2013-07-27T07:35:17.000	2013-07-27T07:28:48.000	40.771387	-73.950576	2.4	1.5
259	40.686248	-73.969938	2013-08-31T16:56:39.000	2013-08-31T16:40:20.000	40.722584	-74.000449	3.87	3.2
261	40.744047	-74.003055	2013-10-17T04:04:34.000	2013-10-17T03:58:59.000	40.713767	-74.009371	2.0	2.6
265	40.716367	-73.962557	2013-04-21T00:51:00.000	2013-04-21T00:47:00.000	40.721445	-73.95104	0.0	0.86
296	40.786453	-73.978148	2013-02-22T16:56:00.000	2013-02-22T16:41:00.000	40.809183	-73.944513	2.6	2.99
298	40.762071	-73.982467	2013-04-22T07:35:08.000	2013-04-22T07:30:47.000	40.755874	-73.990718	1.0	0.7
301	40.731433	-74.005342	2013-01-21T19:40:26.000	2013-01-21T19:31:54.000	40.734713	-73.990109	0.0	1.4
323	40.730107	-73.992832	2013-01-14T12:20:00.000	2013-01-14T12:08:00.000	40.748857	-73.97546	0.0	2.24
333	40.737941	-73.983584	2013-11-22T22:12:54.000	2013-11-22T22:07:32.000	40.746965	-73.983728	1.3	1.0
336	40.854022	-73.928521	2013-06-01T23:43:58.000	2013-06-01T23:05:10.000	40.724745	-73.987477	0.0	11.6
340	40.745412	-73.98049	2013-07-14T00:28:00.000	2013-07-14T00:22:00.000	40.74365	-73.973702	0.0	0.52
348	0.0	0.0	2013-07-02T14:21:39.000	2013-07-02T13:40:00.000	0.0	0.0	11.56	18.2
354	40.750426	-73.977312	2013-03-31T19:55:08.000	2013-03-31T19:42:22.000	40.745682	-74.005591	0.0	2.1
361	40.78874	-73.727688	2013-10-13T21:32:42.000	2013-10-13T21:08:33.000	40.644543	-73.782076	11.5	16.5
364	40.723632	-74.006144	2013-05-23T14:05:22.000	2013-05-23T13:49:58.000	40.740011	-73.990111	2.0	1.7
365	40.773872	-73.963882	2013-03-17T13:01:00.000	2013-03-17T12:48:00.000	40.74775	-74.000257	3.75	3.51
385	40.758265	-73.978612	2013-10-26T15:59:00.000	2013-10-26T15:49:00.000	40.760107	-73.984833	0.0	1.04
388	40.717408	-74.013348	2013-04-06T14:33:08.000	2013-04-06T14:25:04.000	40.748731	-74.008217	2.0	2.2
